Season,Outcome,T1_ID,T2_ID,T1_Team_GP,T1_Team_PTS,T1_Team_FGM,T1_Team_FGA,T1_Team_ThreePM,T1_Team_ThreePA,T1_Team_FTM,T1_Team_FTA,T1_Team_OR,T1_Team_DR,T1_Team_REB,T1_Team_AST,T1_Team_STL,T1_Team_BLK,T1_Team_TO,T1_Team_PF,T1_Team_FG_percent,T1_Team_ThreeP_percent,T1_Team_FT_percent,T1_Team_BPI,T1_Team_DEF_I,T1_Team_OFF_I,T1_Team_CONF,T1_Team_QUAL_WINS,T1_Team_SOR_RK,T1_Team_SOS_RK,T1_Team_QUAL_LOSS,T1_Team_Wins,T1_Team_Losses,T2_Team_GP,T2_Team_PTS,T2_Team_FGM,T2_Team_FGA,T2_Team_ThreePM,T2_Team_ThreePA,T2_Team_FTM,T2_Team_FTA,T2_Team_OR,T2_Team_DR,T2_Team_REB,T2_Team_AST,T2_Team_STL,T2_Team_BLK,T2_Team_TO,T2_Team_PF,T2_Team_FG_percent,T2_Team_ThreeP_percent,T2_Team_FT_percent,T2_Team_BPI,T2_Team_DEF_I,T2_Team_OFF_I,T2_Team_CONF,T2_Team_QUAL_WINS,T2_Team_SOR_RK,T2_Team_SOS_RK,T2_Team_QUAL_LOSS,T2_Team_Wins,T2_Team_Losses
2016,1.0,1453,1401,36.0,83.7,29.1,65.3,7.1,20.3,18.4,28.0,12.7,25.8,38.5,13.9,9.9,4.6,12.3,20.1,44.6,34.9,65.7,8.7,0.0,-0.6,28,1.0,50.0,164.0,12.0,19.0,15.0,40.0,78.5,25.8,70.3,5.6,35.1,11.3,28.0,8.2,22.6,32.2,11.8,3.9,2.3,14.7,15.5,41.7,31.0,65.7,13.0,7.5,5.5,27,8.0,20.0,56.0,4.0,28.0,9.0
2012,1.0,1143,1378,39.0,73.4,24.9,66.4,4.4,26.9,11.6,29.4,8.7,20.3,29.0,11.6,4.8,1.7,16.1,14.3,42.3,31.9,62.4,10.1,5.3,4.8,28,0.0,50.0,288.0,12.0,20.0,15.0,39.0,73.4,24.9,66.4,4.4,26.9,11.6,29.4,8.7,20.3,29.0,11.6,4.8,1.7,16.1,14.3,42.3,31.9,62.4,7.9,-3.5,-3.1,29,6.0,48.0,37.0,7.0,22.0,14.0
2011,1.0,1425,1433,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,38.0,74.1,24.3,67.2,4.6,31.5,11.9,30.3,9.3,21.9,31.8,11.2,4.2,1.8,16.9,14.0,42.2,31.5,62.2,9.0,-0.2,-0.5,39,7.0,46.0,68.0,6.0,28.0,12.0
2021,1.0,1211,1124,32.0,91.0,33.7,61.4,7.5,20.4,16.0,21.9,9.3,27.8,37.2,18.8,7.9,2.8,12.0,16.3,54.9,36.8,73.1,21.3,6.3,15.0,35,11.0,2.0,72.0,1.0,31.0,1.0,30.0,82.9,30.6,62.9,10.0,24.1,11.8,16.7,12.8,23.2,36.0,16.9,8.9,3.7,11.5,17.1,48.6,41.3,70.8,20.7,6.8,13.9,32,14.0,1.0,43.0,2.0,28.0,2.0
2018,1.0,1452,1437,37.0,80.1,28.0,64.2,8.7,24.6,15.4,20.1,14.1,23.8,37.8,15.2,8.1,5.2,11.4,21.6,43.6,35.3,76.6,15.8,6.4,9.4,32,13.0,14.0,12.0,9.0,26.0,11.0,40.0,86.6,30.5,61.0,11.6,29.0,14.0,18.0,9.6,26.3,35.9,16.4,6.5,4.1,10.6,16.1,50.0,40.1,77.9,22.8,7.3,15.5,29,16.0,1.0,11.0,2.0,36.0,4.0
2009,1.0,1373,1257,35.0,77.4,28.8,61.6,5.3,15.9,14.6,22.0,12.5,23.9,36.4,15.3,8.8,4.5,13.2,14.8,46.7,33.0,66.4,8.3,-1.2,0.6,44,1.0,42.0,110.0,5.0,27.0,8.0,39.0,75.5,25.1,71.2,4.1,38.3,12.0,27.7,9.2,21.1,32.9,11.0,5.2,1.6,17.5,13.1,41.5,30.9,63.9,17.4,9.6,7.8,29,12.0,6.0,32.0,3.0,31.0,6.0
2008,1.0,1172,1242,36.0,77.9,28.7,61.1,9.1,25.0,11.4,15.9,11.6,24.6,36.2,17.1,8.1,3.2,11.8,18.1,46.9,36.4,71.7,14.8,5.3,9.5,33,3.0,21.0,93.0,4.0,29.0,7.0,40.0,80.5,29.4,57.9,6.8,17.1,15.0,21.3,12.1,26.6,38.7,18.0,8.9,5.9,13.2,17.7,50.8,39.7,70.2,21.9,9.6,12.4,32,15.0,2.0,46.0,2.0,37.0,3.0
2017,1.0,1425,1124,40.0,78.8,26.4,71.5,6.2,40.8,11.5,26.1,6.9,23.0,32.1,11.3,4.0,2.3,15.2,15.8,41.0,32.2,64.8,9.0,0.7,2.0,38,3.0,36.0,69.0,7.0,26.0,10.0,40.0,78.8,26.4,71.5,6.2,40.8,11.5,26.1,6.9,23.0,32.1,11.3,4.0,2.3,15.2,15.8,41.0,32.2,64.8,15.1,7.1,7.9,32,13.0,8.0,10.0,8.0,27.0,8.0
2015,1.0,1231,1455,34.0,77.4,27.1,58.5,9.4,23.1,13.8,19.1,12.0,24.0,36.0,13.9,5.0,3.2,11.5,17.8,46.4,40.6,71.9,9.7,-1.9,11.5,30,6.0,41.0,33.0,12.0,20.0,14.0,39.0,72.8,24.1,69.1,4.8,35.9,12.2,25.8,7.5,21.2,30.8,12.1,4.7,1.7,15.0,14.2,40.0,31.7,64.7,13.7,8.6,5.1,37,3.0,17.0,98.0,3.0,30.0,5.0
2009,1.0,1268,1272,39.0,75.5,25.1,71.2,4.1,38.3,12.0,27.7,9.2,21.1,32.9,11.0,5.2,1.6,17.5,13.1,41.5,30.9,63.9,9.3,3.5,5.7,36,5.0,33.0,2.0,12.0,21.0,14.0,39.0,75.5,25.1,71.2,4.1,38.3,12.0,27.7,9.2,21.1,32.9,11.0,5.2,1.6,17.5,13.1,41.5,30.9,63.9,18.5,10.3,8.1,41,8.0,8.0,68.0,4.0,33.0,4.0
2014,1.0,1372,1417,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,8.5,-1.9,-4.0,48,1.0,39.0,331.0,1.0,32.0,3.0,37.0,81.2,29.0,59.4,6.2,16.3,17.0,22.7,9.9,25.4,35.4,17.2,9.2,3.0,10.2,17.6,48.9,38.0,74.9,13.8,1.8,12.0,38,5.0,19.0,58.0,5.0,28.0,9.0
2016,1.0,1242,1437,38.0,81.3,28.7,58.1,8.0,19.2,15.8,22.2,10.6,27.4,38.0,15.9,6.7,4.2,12.6,18.9,49.5,41.8,71.3,18.5,6.6,11.8,32,14.0,1.0,10.0,4.0,33.0,5.0,40.0,78.5,25.8,70.3,5.6,35.1,11.3,28.0,8.2,22.6,32.2,11.8,3.9,2.3,14.7,15.5,41.7,31.0,65.7,19.9,11.0,8.9,29,11.0,3.0,27.0,4.0,34.0,5.0
2019,1.0,1326,1222,39.0,78.2,26.1,68.5,6.2,35.9,10.7,26.4,6.8,22.5,32.7,11.6,4.5,1.4,15.5,15.0,42.4,30.2,63.3,9.8,6.3,3.5,30,8.0,34.0,14.0,12.0,20.0,15.0,39.0,78.2,26.1,68.5,6.2,35.9,10.7,26.4,6.8,22.5,32.7,11.6,4.5,1.4,15.5,15.0,42.4,30.2,63.3,15.9,8.1,7.7,43,7.0,15.0,76.0,3.0,33.0,4.0
2017,1.0,1240,1257,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,40.0,78.8,26.4,71.5,6.2,40.8,11.5,26.1,6.9,23.0,32.1,11.3,4.0,2.3,15.2,15.8,41.0,32.2,64.8,17.8,9.9,7.9,36,10.0,13.0,7.0,9.0,25.0,9.0
2016,1.0,1268,1242,40.0,78.5,25.8,70.3,5.6,35.1,11.3,28.0,8.2,22.6,32.2,11.8,3.9,2.3,14.7,15.5,41.7,31.0,65.7,13.3,7.0,6.3,30,6.0,11.0,35.0,8.0,27.0,9.0,38.0,81.3,28.7,58.1,8.0,19.2,15.8,22.2,10.6,27.4,38.0,15.9,6.7,4.2,12.6,18.9,49.5,41.8,71.3,18.5,6.6,11.8,32,14.0,1.0,10.0,4.0,33.0,5.0
2010,1.0,1165,1246,39.0,75.0,25.1,73.1,4.7,35.4,9.5,29.7,8.9,20.7,31.7,12.1,4.9,1.9,17.9,13.9,41.7,32.1,60.9,10.5,3.6,6.9,45,2.0,22.0,124.0,3.0,29.0,5.0,37.0,79.4,28.1,58.6,6.1,18.4,17.1,25.6,14.5,27.3,41.8,15.1,7.2,7.2,14.5,16.9,47.9,33.3,66.9,17.2,5.5,11.7,27,12.0,3.0,57.0,2.0,35.0,3.0
2012,1.0,1313,1196,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,37.0,75.9,26.4,56.9,9.6,25.4,13.5,18.9,11.2,24.5,35.7,14.9,6.3,3.4,11.1,15.5,46.3,38.0,71.3,15.3,3.5,11.8,27,6.0,19.0,27.0,7.0,26.0,11.0
2016,1.0,1400,1320,40.0,78.5,25.8,70.3,5.6,35.1,11.3,28.0,8.2,22.6,32.2,11.8,3.9,2.3,14.7,15.5,41.7,31.0,65.7,9.6,7.0,2.7,32,7.0,31.0,4.0,9.0,20.0,13.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2008,1.0,1257,1314,40.0,76.2,24.6,73.3,5.1,36.0,11.4,29.3,9.2,21.0,33.5,10.8,4.1,1.5,18.1,15.0,40.5,31.4,61.4,16.1,9.1,7.1,29,11.0,12.0,14.0,5.0,27.0,9.0,39.0,88.6,32.1,65.7,5.5,14.9,18.9,25.0,15.5,27.9,43.5,16.8,8.2,4.5,14.4,16.9,48.8,37.2,75.7,20.2,1.0,19.2,36,13.0,1.0,9.0,3.0,36.0,3.0
2021,1.0,1403,1116,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,14.4,7.9,6.5,32,5.0,39.0,45.0,11.0,18.0,11.0,32.0,81.4,29.2,64.7,7.3,21.9,15.7,21.2,11.9,27.8,39.7,14.6,7.8,4.9,12.9,16.9,45.1,33.2,74.0,13.5,7.1,6.4,27,7.0,6.0,56.0,7.0,25.0,7.0
2010,1.0,1199,1211,39.0,75.0,25.1,73.1,4.7,35.4,9.5,29.7,8.9,20.7,31.7,12.1,4.9,1.9,17.9,13.9,41.7,32.1,60.9,13.1,10.4,2.7,36,4.0,28.0,22.0,7.0,22.0,10.0,34.0,76.9,26.8,54.6,5.4,15.2,17.9,26.9,10.5,27.3,37.8,13.4,6.7,4.2,13.1,18.1,49.1,35.3,66.4,9.6,0.5,-2.7,35,3.0,25.0,80.0,3.0,27.0,7.0
2009,1.0,1328,1314,36.0,78.7,27.3,55.5,6.7,19.1,17.4,25.8,12.1,26.9,38.9,14.5,6.9,4.3,13.9,17.1,49.2,35.1,67.5,14.5,3.7,10.8,32,12.0,9.0,41.0,5.0,30.0,6.0,38.0,89.8,31.7,66.0,6.9,17.9,19.4,25.9,14.6,27.4,42.0,18.0,8.6,5.2,12.4,16.0,48.0,38.7,75.2,21.5,1.2,20.3,36,15.0,1.0,12.0,4.0,34.0,4.0
2018,1.0,1347,1437,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,40.0,86.6,30.5,61.0,11.6,29.0,14.0,18.0,9.6,26.3,35.9,16.4,6.5,4.1,10.6,16.1,50.0,40.1,77.9,22.8,7.3,15.5,29,16.0,1.0,11.0,2.0,36.0,4.0
2019,1.0,1242,1120,39.0,78.2,26.1,68.5,6.2,35.9,10.7,26.4,6.8,22.5,32.7,11.6,4.5,1.4,15.5,15.0,42.4,30.2,63.3,14.2,7.3,6.9,32,15.0,13.0,2.0,8.0,26.0,10.0,39.0,79.6,27.5,60.9,11.3,29.8,13.4,18.9,11.6,22.5,34.1,14.3,9.1,4.7,11.8,18.4,45.1,37.7,70.8,16.4,5.9,10.5,27,9.0,11.0,20.0,7.0,30.0,10.0
2010,1.0,1243,1139,37.0,79.7,26.5,59.0,6.8,19.0,19.8,29.7,15.1,23.7,38.8,14.6,7.4,5.1,14.3,22.3,45.0,36.0,66.8,14.5,3.3,11.3,32,11.0,8.0,9.0,7.0,29.0,8.0,39.0,75.0,25.1,73.1,4.7,35.4,9.5,29.7,8.9,20.7,31.7,12.1,4.9,1.9,17.9,13.9,41.7,32.1,60.9,12.5,9.4,3.1,51,8.0,7.0,66.0,4.0,33.0,5.0
2016,1.0,1320,1401,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,40.0,78.5,25.8,70.3,5.6,35.1,11.3,28.0,8.2,22.6,32.2,11.8,3.9,2.3,14.7,15.5,41.7,31.0,65.7,13.0,7.5,5.5,27,8.0,20.0,56.0,4.0,28.0,9.0
2008,1.0,1450,1314,40.0,76.2,24.6,73.3,5.1,36.0,11.4,29.3,9.2,21.0,33.5,10.8,4.1,1.5,18.1,15.0,40.5,31.4,61.4,14.3,13.2,1.1,38,7.0,13.0,21.0,8.0,26.0,9.0,39.0,88.6,32.1,65.7,5.5,14.9,18.9,25.0,15.5,27.9,43.5,16.8,8.2,4.5,14.4,16.9,48.8,37.2,75.7,20.2,1.0,19.2,36,13.0,1.0,9.0,3.0,36.0,3.0
2013,1.0,1329,1332,40.0,72.9,24.6,65.6,4.9,28.0,11.5,25.6,8.3,18.7,27.5,12.3,4.6,1.1,14.7,12.7,42.2,30.0,63.2,11.0,5.6,5.4,32,7.0,24.0,34.0,8.0,24.0,9.0,40.0,72.9,24.6,65.6,4.9,28.0,11.5,25.6,8.3,18.7,27.5,12.3,4.6,1.1,14.7,12.7,42.2,30.0,63.2,8.8,2.4,6.4,38,4.0,28.0,76.0,4.0,28.0,9.0
2014,1.0,1390,1173,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,8.5,-1.9,-4.0,38,8.0,36.0,19.0,8.0,23.0,13.0,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,8.6,4.1,4.5,31,6.0,42.0,76.0,4.0,26.0,11.0
2021,1.0,1166,1211,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,13.1,5.0,8.0,29,6.0,17.0,55.0,3.0,22.0,9.0,32.0,91.0,33.7,61.4,7.5,20.4,16.0,21.9,9.3,27.8,37.2,18.8,7.9,2.8,12.0,16.3,54.9,36.8,73.1,21.3,6.3,15.0,35,11.0,2.0,72.0,1.0,31.0,1.0
2015,1.0,1328,1277,39.0,72.8,24.1,69.1,4.8,35.9,12.2,25.8,7.5,21.2,30.8,12.1,4.7,1.7,15.0,14.2,40.0,31.7,64.7,13.9,6.6,7.4,32,11.0,18.0,7.0,7.0,24.0,11.0,39.0,72.8,24.1,69.1,4.8,35.9,12.2,25.8,7.5,21.2,30.8,12.1,4.7,1.7,15.0,14.2,40.0,31.7,64.7,13.7,6.2,7.6,30,12.0,13.0,3.0,10.0,27.0,12.0
2012,1.0,1314,1242,37.0,81.3,29.9,64.9,5.1,15.1,16.4,24.3,15.4,29.8,45.2,17.5,6.8,5.9,12.1,14.5,46.0,33.8,67.7,17.1,3.4,13.7,36,13.0,6.0,25.0,6.0,32.0,6.0,39.0,73.5,26.2,55.6,5.7,16.5,15.3,22.1,11.5,26.2,37.7,15.1,7.3,5.7,13.0,17.4,47.2,34.5,69.2,16.1,7.8,8.2,32,15.0,3.0,4.0,7.0,32.0,7.0
2013,1.0,1443,1242,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,37.0,75.2,26.6,55.4,5.8,16.1,16.1,21.9,10.8,28.4,39.2,15.5,7.0,6.7,14.0,16.7,48.1,36.4,73.7,16.8,6.9,9.8,32,13.0,8.0,33.0,5.0,31.0,6.0
2021,1.0,1291,1411,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0
2010,1.0,1352,1437,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,33.0,81.8,27.2,59.5,7.6,20.5,19.7,26.1,13.4,25.2,38.5,13.6,7.8,4.0,13.7,22.1,45.8,37.3,75.5,15.0,0.6,14.5,29,8.0,11.0,15.0,7.0,25.0,8.0
2015,1.0,1214,1246,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,39.0,74.4,25.8,55.1,5.2,14.9,17.6,24.2,12.6,25.4,38.0,14.2,6.5,6.9,10.5,17.1,46.8,34.9,72.6,23.9,13.6,10.3,27,16.0,1.0,40.0,1.0,38.0,1.0
2013,1.0,1166,1181,36.0,74.4,26.2,52.3,8.5,20.6,13.6,17.9,8.3,26.8,35.1,16.9,4.8,2.6,12.3,16.3,50.1,41.4,75.9,13.4,4.5,8.9,37,5.0,19.0,69.0,4.0,28.0,8.0,36.0,77.2,26.7,56.5,7.5,18.8,16.3,22.1,9.4,24.2,33.6,14.3,6.4,3.8,10.6,17.9,47.2,39.9,73.9,17.6,5.4,12.2,36,12.0,3.0,12.0,4.0,30.0,6.0
2021,1.0,1159,1116,16.0,85.2,30.9,62.8,9.3,22.9,14.1,19.4,9.8,30.1,39.9,17.6,7.1,3.4,10.8,16.2,49.3,40.3,72.3,8.8,1.4,1.6,28,0.0,50.0,307.0,13.0,13.0,14.0,32.0,81.4,29.2,64.7,7.3,21.9,15.7,21.2,11.9,27.8,39.7,14.6,7.8,4.9,12.9,16.9,45.1,33.2,74.0,13.5,7.1,6.4,27,7.0,6.0,56.0,7.0,25.0,7.0
2010,1.0,1361,1397,39.0,75.0,25.1,73.1,4.7,35.4,9.5,29.7,8.9,20.7,31.7,12.1,4.9,1.9,17.9,13.9,41.7,32.1,60.9,9.6,0.5,-2.7,40,4.0,42.0,82.0,5.0,25.0,9.0,39.0,75.0,25.1,73.1,4.7,35.4,9.5,29.7,8.9,20.7,31.7,12.1,4.9,1.9,17.9,13.9,41.7,32.1,60.9,13.8,6.7,7.1,27,8.0,13.0,36.0,7.0,28.0,9.0
2014,1.0,1107,1196,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,19.2,14.0,5.2,27,13.0,1.0,16.0,3.0,36.0,3.0
2015,1.0,1138,1452,33.0,74.6,25.4,58.2,6.0,17.7,17.8,24.8,12.7,25.5,38.2,13.1,7.5,4.0,11.5,18.4,43.5,34.1,71.9,8.1,-4.4,-2.3,28,0.0,50.0,251.0,13.0,18.0,14.0,39.0,72.8,24.1,69.1,4.8,35.9,12.2,25.8,7.5,21.2,30.8,12.1,4.7,1.7,15.0,14.2,40.0,31.7,64.7,11.5,3.5,8.0,32,7.0,16.0,15.0,9.0,25.0,10.0
2012,1.0,1355,1124,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,38.0,74.7,26.4,56.5,6.8,17.8,15.1,20.0,12.4,24.1,36.4,15.0,7.5,4.7,13.7,17.7,46.7,38.3,75.4,12.7,3.8,8.9,32,10.0,7.0,8.0,8.0,30.0,8.0
2012,1.0,1393,1326,37.0,74.1,27.2,58.3,6.3,18.1,13.4,19.2,12.4,22.3,34.7,15.3,9.1,6.9,10.5,15.5,46.7,34.9,69.8,18.3,8.4,9.9,29,14.0,2.0,32.0,2.0,34.0,3.0,38.0,75.0,27.2,56.7,5.1,15.2,15.5,21.9,11.8,25.0,36.8,14.8,7.3,3.2,11.8,16.1,47.9,33.7,71.0,20.3,9.5,10.8,30,13.0,4.0,2.0,7.0,31.0,8.0
2008,1.0,1211,1172,33.0,76.5,27.0,55.7,6.7,17.8,15.8,22.1,11.2,26.2,37.4,14.5,7.7,4.6,14.3,17.7,48.5,37.5,71.2,11.0,2.9,8.1,35,4.0,35.0,103.0,6.0,25.0,8.0,36.0,77.9,28.7,61.1,9.1,25.0,11.4,15.9,11.6,24.6,36.2,17.1,8.1,3.2,11.8,18.1,46.9,36.4,71.7,14.8,5.3,9.5,33,3.0,21.0,93.0,4.0,29.0,7.0
2010,1.0,1210,1326,39.0,75.0,25.1,73.1,4.7,35.4,9.5,29.7,8.9,20.7,31.7,12.1,4.9,1.9,17.9,13.9,41.7,32.1,60.9,11.9,5.9,6.0,36,5.0,30.0,6.0,9.0,23.0,13.0,39.0,75.0,25.1,73.1,4.7,35.4,9.5,29.7,8.9,20.7,31.7,12.1,4.9,1.9,17.9,13.9,41.7,32.1,60.9,16.5,8.0,8.5,30,8.0,10.0,38.0,6.0,29.0,8.0
2021,1.0,1333,1222,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,8.8,1.4,1.6,38,8.0,43.0,46.0,8.0,20.0,13.0,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,18.3,8.4,9.9,43,5.0,8.0,99.0,1.0,28.0,4.0
2012,1.0,1277,1257,39.0,73.4,24.9,66.4,4.4,26.9,11.6,29.4,8.7,20.3,29.0,11.6,4.8,1.7,16.1,14.3,42.3,31.9,62.4,17.6,9.9,7.7,30,14.0,5.0,1.0,6.0,29.0,8.0,39.0,73.4,24.9,66.4,4.4,26.9,11.6,29.4,8.7,20.3,29.0,11.6,4.8,1.7,16.1,14.3,42.3,31.9,62.4,12.2,8.9,3.4,29,13.0,9.0,5.0,7.0,30.0,10.0
2013,1.0,1455,1257,40.0,72.9,24.6,65.6,4.9,28.0,11.5,25.6,8.3,18.7,27.5,12.3,4.6,1.1,14.7,12.7,42.2,30.0,63.2,11.8,7.5,4.4,37,7.0,17.0,48.0,3.0,30.0,9.0,40.0,74.5,26.2,57.5,5.8,17.3,16.3,23.0,13.3,23.5,36.8,14.6,10.8,4.2,12.4,18.2,45.6,33.3,70.9,21.0,10.3,10.7,29,16.0,1.0,6.0,4.0,35.0,5.0
2021,1.0,1210,1260,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,9.9,3.5,6.4,36,7.0,34.0,50.0,6.0,17.0,9.0,33.0,76.8,26.3,67.1,4.8,30.0,11.0,24.0,6.2,23.2,32.5,12.1,4.5,2.0,16.7,13.7,41.8,31.2,66.1,13.2,7.7,5.6,37,2.0,31.0,128.0,1.0,26.0,5.0
2008,1.0,1245,1424,40.0,76.2,24.6,73.3,5.1,36.0,11.4,29.3,9.2,21.0,33.5,10.8,4.1,1.5,18.1,15.0,40.5,31.4,61.4,8.3,-1.6,0.4,47,1.0,34.0,143.0,3.0,28.0,7.0,40.0,76.2,24.6,73.3,5.1,36.0,11.4,29.3,9.2,21.0,33.5,10.8,4.1,1.5,18.1,15.0,40.5,31.4,61.4,8.6,6.0,2.6,40,1.0,32.0,105.0,4.0,27.0,8.0
2014,1.0,1308,1361,36.0,77.0,26.0,53.3,5.4,14.5,19.6,28.5,11.9,25.5,37.4,13.2,4.7,6.2,12.7,17.1,48.8,37.1,68.6,8.5,-1.9,-4.0,28,1.0,50.0,331.0,10.0,19.0,14.0,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,13.3,11.5,1.8,40,4.0,13.0,87.0,4.0,31.0,5.0
2014,1.0,1301,1387,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,8.5,-1.9,-4.0,36,6.0,49.0,32.0,10.0,22.0,14.0,37.0,76.2,25.1,69.7,4.2,27.5,13.9,30.9,7.1,18.9,26.0,10.8,3.6,1.4,15.7,16.7,42.4,29.9,62.6,9.9,8.9,1.0,31,4.0,23.0,92.0,5.0,27.0,7.0
2012,1.0,1345,1242,39.0,73.4,24.9,66.4,4.4,26.9,11.6,29.4,8.7,20.3,29.0,11.6,4.8,1.7,16.1,14.3,42.3,31.9,62.4,11.6,4.1,7.5,30,6.0,30.0,7.0,11.0,22.0,13.0,39.0,73.5,26.2,55.6,5.7,16.5,15.3,22.1,11.5,26.2,37.7,15.1,7.3,5.7,13.0,17.4,47.2,34.5,69.2,16.1,7.8,8.2,32,15.0,3.0,4.0,7.0,32.0,7.0
2013,1.0,1243,1247,40.0,72.9,24.6,65.6,4.9,28.0,11.5,25.6,8.3,18.7,27.5,12.3,4.6,1.1,14.7,12.7,42.2,30.0,63.2,11.1,7.4,3.8,32,8.0,14.0,30.0,8.0,27.0,8.0,40.0,72.9,24.6,65.6,4.9,28.0,11.5,25.6,8.3,18.7,27.5,12.3,4.6,1.1,14.7,12.7,42.2,30.0,63.2,8.4,2.3,6.2,31,5.0,41.0,67.0,4.0,24.0,10.0
2008,1.0,1291,1314,40.0,72.8,24.1,73.4,4.1,40.8,9.5,30.9,6.2,18.7,26.0,10.8,3.6,1.1,18.1,12.7,40.0,29.9,60.8,7.9,-4.4,-4.0,28,0.0,50.0,331.0,14.0,13.0,16.0,39.0,88.6,32.1,65.7,5.5,14.9,18.9,25.0,15.5,27.9,43.5,16.8,8.2,4.5,14.4,16.9,48.8,37.2,75.7,20.2,1.0,19.2,36,13.0,1.0,9.0,3.0,36.0,3.0
